,HABIT in Images-TRAITS,,,,,,,,,,,,,,,,,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = pinnately compound OR palmately compound,DEPENDS ON leaf_type = pinnately compound OR palmately compound OR trifoliate,,,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,,,DEPENDS ON Are_flowers_present = YES,DEPENDS ON Are_flowers_present = YES AND flower_type = showy/petals present,DEPENDS ON Are_flowers_present = YES,DEPENDS ON Are_flowers_present = YES AND flower_type = showy/petals present,DEPENDS ON Are_flowers_present = YES and flower_type = showy/petals present,,,,,,,,,DEPENDS on thorns = no thorns,,,DEPENDS ON leaf_arrangment = OPPOSITE,DEPENDS ON leaf_arrangement opposite AND pith_type = solid
"Bog, Forest, Wet area",broadleaf shrub,Ilex mucronata,catberry,mountain holly,Aquifoliaceae,WI,"Found in moist to wet habitats, such as bogs, swamps, thickets, wet areas in forests, and lakeshores","Highly branched perennial shrub up to 3 m tall. Leaves alternate and simple with toothed or entire margins and sharp point at the leaf tip. Leaves are bright green above and paler below. Small yellow-white 4-8 parted flowers either alone or in small groups. Fruits are a purple-red drupe, 5-6 mm wide. ","April, May, June",HAZARDOUS. An important plant for pollinators. ,"Shrub with leaves tipped with a short, sharp point, margins mostly entire, linear petals, small or absent sepals.",Ilex verticillata,Native,alternate,simple,Upright,no thorns,ovate,elliptic,,,entire,finely toothed,bristle tipped,rounded,rounded,acute,No,"Yes, No",Showy / Colorful,"white, yellow","single, cluster",radial,"4,8",drupe,"purple, red",glabrous - matte,glabrous - matte,pinnate,yellow,,"purple, red",hairless,,Yes,,
"Bog, Wet area",broadleaf shrub,Ilex verticillata,common winterberry holly,,Aquifoliaceae,WI,Found in wet areas like swamps and woods.,"An upright shrub up to 16' tall. Leaves are simple, alternate, obovate to oval in shape, and taper to a tip. They are dull green above, paler below, and have margins with incurved teeth. Flowers are small, green-white, and found either alone or in a cluster. Flowers often open before full Spring leaf flush. Fruit is a bright red-orange drupe and persists into the winter. ","May, June, July","HAZARDOUS. An important food source for birds and other mammals during winter, bee pollinated, cultivated. ","Shrub with toothed leaf margins, oblong flower petals, and sepals are apparent.",Ilex mucronata,Native,alternate,simple,Upright,no thorns,obovate,elliptic,,,finely toothed,,acute,,acute,rounded,No,"Yes, No",Showy / Colorful,"green, white","cluster, single",radial,"4,8",drupe,"orange, red","glabrous - matte, hairy","glabrous - matte, hairy",pinnate,yellow-green,purple,none of these features,hairless,hairy,Yes,,
Bog,broadleaf shrub,Kalmia polifolia,bog laurel,"pale laurel, swamp laurel",Ericaceae,WI,"Peat bogs, acidic lakeshores, fens, muskeg in the northern half of WI.","Small erect shrub of bogs, with opposite, narrowly elliptic or linear leaves 10-40 mm long and 3-15 mm wide.  Leaves often angle upward, and sometimes are whitish and hairy beneath.  Showy pink, saucer-shaped flowers are borne in loose terminal cymes. Petals 5, nearly complete fused into a bowl-like corolla.  Stamens 10, bending outwards onto petals in new flowers, with white filaments and dark anthers.  The green 4-5 parted ovary and long straight style stick out from the center of the flower.  Fruit looks like a red, 5-parted berry with a long persistent style, but becomes a dry papery capsule that opens to release the seeds.","May, June",Unknown,"Small erect shrub in bogs with opposite linear, rosemary-like leaves, open pink flowers and dry capsules.","Bog rosemary (Andromeda polifolia) has alternate leaves that are more narrowly linear and pink, urn-shaped flowers. See Herbs/forbs.",Native,"opposite, whorled",simple,"Upright, sprawling/arching",no thorns,linear,"elliptic, lanceolate",,,entire,revolute,acute,rounded,rounded,cordate,No,"Yes, No",Showy / Colorful,"purple, pink","cluster, corymb",radial,5,"papery capsule, berry","red, tan","glabrous - glossy, hairy","hairy, whitish/waxy (glaucous)",inconspicuous,unavailable,,absent - leaf sessile,hairless,hairy,No,unavailable,
Forest,broadleaf shrub,Lespedeza thunbergii,shrubby bush-clover,Thunberg's lespedeza,Fabaceae,"China, Japan",Native to China. Has escaped cultivation in southern WI and has naturalized in the southern United States where it is considered invasive in wooded areas.,"Large, upright, open sub-shrub (actually an herbaceous perennial) with alternate 5 cm (2"") long, trifolate leaves having elliptical-shaped leaflets. The rosy-purple flowers appear on new wood at branch tips and leaf axils. Flowers like pea-flowers, bilaterally symmetric, pink-purple flowers on racemes up to 5 inches long. ","July, August, September, October",Ornamental use.,Pink-purple pea-like flowers on a large trifoliate shrub,,Introduced - escaped,alternate,trifoliate,Sprawling or arching,,,,,"elliptic, ovate",entire,,,,,,No,"Yes, No",Showy / Colorful,"pink, purple",raceme,bilateral,5,pod,,,,pinnate,yellow,,,unavailable,,Yes,,
Forest,broadleaf shrub,Lonicera canadensis,American fly honeysuckle,,Caprifoliaceae,WI,"Dry to moist woods, occasionally in swamps, mostly in the northern half and in eastern WI","Shrub to 2 m tall with scraggly branches.  Leaves ovate to elliptic, 3-12 cm long, with hairs along the margin, and glabrous to hairy below.  Tubular flowers are 12-22 mm long and paired on 2-3 cm long peduncles, cream white to light yellow. The lobes of the petals 1/3 to 1/2 the length of the entire floral tube, and the style is glabrous.  Slightly elongated red berries in pairs. ","April, May, June",Increasingly used as an ornamental alternative to invasive exotic honeysuckles.  ,"Scraggly shrub with opposite, entire leaves and paired red berries.","Similar to mountain fly honeysuckle (Lonicera villosa) with the paired whitish flowers, but the latter has smaller flowers (10-15 mm long) that develop into elongate blue berries.  Leaves of L. villosa are smaller and hairy beneath.  Eurasian bush honeysuckles are large shrubs that have flowers with coarse, stiff hairs on the style; they are more common in the southern half of WI.",Native,opposite,simple,"Upright, sprawling or arching",no thorns,elliptic,ovate,,,entire,,acute,obtuse,rounded,cordate,No,"Yes, No",Showy / Colorful,"white or cream, yellow",paired,"bilateral, asymmetrical",5,berry,"red, orange","glabrous - matte, hairy","glabrous - matte, hairy",pinnate,unavailable,,none of these features,unavailable,,No,solid,unavailable
Forest,broadleaf shrub,Lonicera involucrata,bearberry honeysuckle,"fly honeysuckle, twinberry honeysuckle, black twinberry",Caprifoliaceae,WI,"Known only from Bayfield county in cool, moist woods. Native to a large part of northern and western North America, from Alaska through the western U.S.","Rare shrub, 1-3 m tall.  Leaves ovate to obovate, 6-12 cm long with pointed tip and acute base on a short petiole. Hairy beneath.  The twigs are somewhat square and sometimes lined.  Showy axillary pairs of fragrant, hairy, yellow tubular flowers subtended by a leafy green bract. Fruits paired black berries cupped by a red leafy bract.","June, July","Erosion control.  Flowers enjoyed by hummingbirds, fruits eaten by many wildlife species, but may be mildly toxic to humans.","Opposite, narrowly ovate, entire leaves with paired shiny black berries cupped by a red bract.",Can be distinguished from all other native or exotic honeysuckle shrubs by its paired black berries subtended by a reddish bract.,ENDANGERED,opposite,simple,Upright,no thorns,"ovate, elliptic",lanceolate,,,entire,,acute,acuminate,acute,obtuse,No,"Yes, No",Showy / Colorful,yellow,paired,"bilateral, asymmetrical",5,berry,black,glabrous - matte,hairy,pinnate,unavailable,,none of these features,unavailable,,No,solid,unavailable
"Forest, Prairie, Disturbed area",broadleaf shrub,Lonicera maackii,Amur honeysuckle,"Maack's honeysuckle, Eurasian bush honeysuckle",Caprifoliaceae,Asia,"Sunny to partially shady woods and woodland edges, roadsides, fields, disturbed areas and yard edges in Southern WI. Invasive, sometimes forming dense understory thickets that crowd out native plants. ","Large somewhat scraggly shrub to 5 m tall with hollow twigs and shredding, peeling bark. Leaves opposite, entire, and ovate to lanceolate, 3.5-8.5 cm long. Flowers white, becoming yellowish with age, on very short pedicels (almost sessile).  Red berries in nearly sessile pairs in the leaf axils. Pith hollow, as with other Eurasian honeysuckles.  Aggressive invader, restricted from sale and transport in southern WI, prohibited in northern WI where it has not yet invaded.","May, June","Introduced as an ornamental, but now prohibited or restricted in WI due to its invasive nature. Birds eat the fruits.","Large shrub with opposite entire leaves, white or light yellow flowers, and red berries in pairs in the leaf axils. Pith hollow.","Can be distinguished from the native honeysuckles by the hollow twigs. Difficult to distinguish from the other Eurasian bush honeysuckles (Lonicera morrowii, Lonicera tatarica), but flowers and fruits of these species reported to be on longer (>5 mm) peduncles.",INVASIVE,opposite,simple,Upright,no thorns,"ovate, elliptic",lanceolate,,,entire,,acute,acuminate,acute,obtuse,No,"Yes, No",Showy / Colorful,"white or cream, yellow","paired, verticillaster","bilateral, asymmetrical",5,berry,red,"glabrous - matte, hairy",hairy,pinnate,unavailable,,none of these features,unavailable,,No,hollow,
"Forest, Prairie, Disturbed area",broadleaf shrub,Lonicera morrowii,Asian fly honeysuckle,"Morrow's honeysuckle, Eurasian bush honeysuckle",Caprifoliaceae,Eastern Asia,"Sunny to partially shady moist woods and woodland edges, roadsides, fields, disturbed areas and yard edges in northern and southern WI. Invasive, sometimes forming dense understory thickets that crowd out native plants. ","Large somewhat scraggly shrub to 3 m tall with hollow twigs and shredding, peeling bark. Leaves opposite, entire, and ovate or elliptic, 3-6 cm long. Flowers white, becoming yellowish with age, on pedicels 5-8 mm long.  Red axillary berries in pairs on short pedicels.  Pith hollow, as with other Eurasian honeysuckles.  Aggressive invader, restricted from sale and transport in WI.","May, June","Introduced as an ornamental, but now restricted in WI due to its invasive nature. Birds eat the fruits.",,,INVASIVE,opposite,simple,Upright,no thorns,ovate,elliptic,,,entire,,acute,obtuse,rounded,obtuse,No,"Yes, No",Showy / Colorful,"white or cream, yellow","paired, verticillaster","bilateral, asymmetrical",5,berry,red,"glabrous - matte, hairy","glabrous - matte, hairy","inconspicuous, pinnate",unavailable,,none of these features,unavailable,,No,hollow,
"Bog, Forest, Wet area",broadleaf shrub,Lonicera oblongifolia,swamp fly honeysuckle,,Caprifoliaceae,WI,"Swamp Fly Honeysuckle can form thickets in peaty soils;  Bogs, swampy thickets and wet woods.","Shrub up to 1.5 m tall, sometimes thicket forming. Pith solid. Leaves opposite, 3-8 cm long, elliptic with blunt tip, nearly sessile.  Margins entire and lack hairs.  Flowers tubular, white to light yellow, in pairs at the end of 2-4 cm long stalks in the leaf axils near the tips of the branches.  Berries dark orange to red, round, formed by the fusion of two ovaries which is sometimes noticeable by looking at the ends of the berries.     ","May, June",,,Lonicera villosa has blue-black berries and stiff hairs on leaves and leaf margins.,Native,opposite,simple,Upright,no thorns,obovate,elliptic,,,entire,,obtuse,rounded,obtuse,acute,No,"Yes, No",Showy / Colorful,"white or cream, yellow",paired,"bilateral, asymmetrical",5,berry,red,"glabrous - matte, hairy","glabrous - matte, hairy","inconspicuous, pinnate",unavailable,,"absent - leaf sessile, none of these features",hairy,hairless,No,solid,unavailable
"Forest, Prairie, Disturbed area",broadleaf shrub,Lonicera tatarica,Tartarian honeysuckle,Eurasian bush honeysuckle,Caprifoliaceae,Eastern Asia,"Sunny to partially shady moist woods and woodland edges, roadsides, fields, disturbed areas and yard edges in northern and southern WI. Invasive, sometimes forming dense understory thickets that crowd out native plants. ","Large, multi-stemmed scraggly shrub to 3 m tall with hollow twigs and vertically shredding, peeling bark. Leaves opposite, entire, and ovate, 3-6 cm long and dark bluish green with a matte appearance. Flowers white, becoming yellowish with age, on pedicels 5-8 mm long.  Red axillary berries in pairs on short pedicels.  Pith hollow, as with other Eurasian honeysuckles.  Aggressive invader, restricted from sale and transport in WI.","May, June","Introduced as an ornamental, but now restricted in WI due to its invasive nature. Birds eat the fruits.",,,INVASIVE,opposite,simple,Upright,no thorns,ovate,elliptic,,,entire,,acute,obtuse,rounded,truncate,No,"Yes, No",Showy / Colorful,pink,"paired, verticillaster","bilateral, asymmetrical",5,berry,"red, orange",glabrous - matte,glabrous - matte,"inconspicuous, pinnate",unavailable,,none of these features,unavailable,,No,hollow,
"Wet area, Forest",broadleaf shrub,Lonicera villosa,mountain fly honeysuckle,waterberry,Caprifoliaceae,WI,"Cedar and tamarack swamps, fens, wet thickets, shorelines","Upright shrubs (to 1 m tall) of wet areas with purply-red, hairy twigs. Leaves opposite, oval to oblong, 2-6 cm long and 1-3 cm wide, the under surface paler than the upper surface and hairy at least on the veins.  Tubular to funnel-shaped creamy white or pale yellow flowers in pairs on short hairy stalks at leaf axils of 1 year old branches. Each flower about 10-15 mm (1/2"") long, with a glabrous style.  Fruit an edible blue elongate berry, formed from the fusion of two ovaries.","May, June",Berry is edible. ,Low shrub with opposite entire oval leaves and elongate blue berries in swamps and other wet areas,"Similar to Fly Honeysuckle (Lonicera canadensis) with the paired whitish flowers, but the latter has larger flowers (12-22 mm long) that develop into a pair of bright red berries.  Leaves of L. canadensis also are larger and are mostly hairless except around the edges.  Eurasian bush honeysuckles are larger shrubs with red berries and a hairy style in the flower.",Native,opposite,simple,Upright,no thorns,elliptic,,,,entire,revolute,rounded,obtuse,rounded,obtuse,No,"Yes, No",Showy / Colorful,"white or cream, yellow","paired, verticillaster","bilateral, asymmetrical",5,berry,blue,"glabrous - matte, hairy",hairy,pinnate,unavailable,,"absent - leaf sessile, none of these features",hairy,,No,solid,unavailable
"Forest, Prairie, Disturbed area",broadleaf shrub,Lonicera x bella,"Bell's honeysuckle, showy fly honeysuckle","hybrid honeysuckle, Eurasian honeysuckle",Caprifoliaceae,Eurasia,"Sunny to partially shady moist woods and woodland edges, roadsides, fields, disturbed areas and yard edges in northern and southern WI. Highly invasive, having formed dense understory thickets that crowd out native plants in many southern WI forests. ","Lonicera x bella is a hybrid between Lonicera tatarica and Lonicera morrowii.  The plant has variable characteristics, making it hard to identify, however it gets taller than either species, reaching 6 m (20 ft).  It is a multistemmed, scraggly shrub with hollow twigs and shredding, peeling bark. Leaves opposite, entire, ovate or elliptic, 3-6.5 cm long and dark bluish green with a matte appearance. Remains of last year's fruit peduncles can be seen in the axils of some leaves. Flowers usually pink (sometimes white or red), in pairs on a 5-8 mm long pedicel in the leaf axils.  Berries are orange or red and clustered at the leaf axils.  Pith hollow, as with other Eurasian honeysuckles.  It is an aggressive invader, often forming impenetrable stands along roadsides, forest edges, and sunlit understories. It is restricted from sale and transport in WI.","May, June","Introduced as an ornamental, but now restricted in WI due to its invasive nature. Birds eat the fruits.","Scraggly multistemmed shrub with opposite, entire, dark green, matte leaves and round red berries clustered in the leaf axils.  Stems between the leaf nodes are hollow.","Can be distinguished from the native honeysuckles by the hollow twigs and pink flowers.  Very similar to Lonicera morrowii but with usually pink, not white, flowers.  Also extremely similar to Lonicera tatarica, which has almost sessile pink flowers, and leaf bases that are truncate or broadly obtuse, instead of acute or rounded.",INVASIVE,opposite,simple,Upright,no thorns,ovate,elliptic,,,entire,,rounded,acute,rounded,obtuse,No,"Yes, No",Showy / Colorful,"pink, white or cream","paired, verticillaster","bilateral, asymmetrical",5,berry,red,glabrous - matte,"glabrous - matte, hairy","inconspicuous, pinnate",unavailable,,none of these features,unavailable,,No,hollow,
"Disturbed area, Wet area, Forest, Prairie",broadleaf shrub,Lycium barbarum,matrimony vine,"goji berry, wolfberry",Solanaceae,Eurasia,"Planted ornamentally but has escaped to disturbed areas, brushy areas and streamsides.","Shrub 1-3m tall with weak arching branches.  Leaves alternate, often clustered in threes on short shoots.  Some leafless short shoots develop into sharp thorns.  Flower similar to others in the nightshade family, with 5 purple petals and 5 stamens.  The calyx is reddish purple of 5-6 sepals, sometimes fused and splitting into two.   The fruit is a bright orange-red ellipsoid berry, 1-2 cm long, with a persistent calyx.  The berry contains 10-60 small yellowish seeds that are flattened.","June, July, August, September","Main source of goji berries, cultivated on Yellow River floodplain in China. Goji berries are reported to contain compounds that lower blood pressure and blood sugar, stimulate immune function, and act as anti-oxidants. Sold as a foliage or fruit producing ornamental in the U.S.",Shrub with purple 5-petaled flowers and orange-red berries.,,Introduced - escaped,"alternate, clustered on short shoots",simple,Upright,"single smooth thorns, no thorns, single bumpy thorns",lanceolate,,,,entire,,acute,,acute,rounded,Yes,"Yes, No",Showy / Colorful,purple,cluster,radial,5,berry,"orange, red",scurfy,,"inconspicuous, pinnate",yellow-green,brown,none of these features,unavailable,,No,,
"Prairie, Forest, Wet area, Disturbed area","broadleaf tree, broadleaf shrub",Maclura pomifera,osage-orange,hedge-apple,Moraceae,U.S.,"Areas with nutrient-rich, moist soil. ",Coming soon!,"April, May",Used in fence rows. Leaves and flower buds are also food for a variety of insects. ,"Tree (up to 20 m tall) with yellow wood, milky sap, and entire, alternate, simple leaves. Thorns present on branches.","Morus rubra and Morus alba have toothed, often lobed leaves.",Introduced - potentially invasive,alternate,simple,Upright,smooth sharp thorns,ovate,,,,entire,,acuminate,,rounded,"acute, obtuse",No,"Yes, No",Inconspicuous / Green,,head,,,drupe,"green, yellow",glabrous - glossy,hairy,pinnate,yellow,,none of these features,unavailable,,Yes,,
Forest,"broadleaf tree, broadleaf shrub",Malus coronaria,American crabapple,"sweet crab, wild sweet crabapple",Rosaceae,WI,Found in the very southeastern counties of Wisconsin in forests. ,Coming soon!,"March, April, May, June",,"Tree or shrub with thorns, leaves with doubly toothed margins, and green fruit 2.5 cm wide.",Malus ioensis has thicker leaves and is common in the southern half of Wisconsin. Malus pumila and Malus sieboldii do not have double-toothed leaf margins. ,Native,alternate,simple,Upright,smooth sharp thorns,ovate,lanceolate,,,coarsely toothed,pointy lobes,,,,,Yes,"Yes, No",Showy / Colorful,"pink, white or cream",cyme,radial,5,pome,green,,glabrous - matte,,yellow-green,,none of these features,unavailable,,,,
"Prairie, Disturbed area","broadleaf tree, broadleaf shrub",Malus pumila,cultivated apple,"paradise apple, orchard apple",Rosaceae,Eurasia,Grows in open fields and along roads.,Coming soon!,"April, May",,Apple tree to 15 m tall. Leaves are finely toothed and pubescent on underside; fruit is >3 cm wide.,Malus coronaria and Malus ioensis have double-toothed margins and Malus sieboldii is rare and has fruit <3 cm. ,Introduced - escaped,alternate,simple,Upright,no thorns,elliptic,ovate,,,finely toothed,,acuminate,"acute, obtuse",rounded,obtuse,"Yes, No","Yes, No",Showy / Colorful,"white or cream, pink",cluster,radial,5,pome,"red, yellow, green",glabrous - glossy,hairy,pinnate,yellow,,none of these features,hairy,hairless,"Yes, No",,
Wet area,broadleaf shrub,Myrica gale,sweet gale,meadow-fern,Myricaceae,WI,"Found in wet ecosystems like marshes, swamps, bogs, and lakeshores. Primarily in the northern part of the state.",Coming soon!,"April, May",,"Highly branched shrub with alternate, obovate leaves dotted with yellow glands. Smells when leaves are crushed.",,Native,alternate,simple,"Upright, Sprawling or arching",no thorns,obovate,,,,entire,"coarsely toothed, finely toothed",rounded,obtuse,acute,,No,"Yes, No",Showy / Colorful,"pink, red",catkin/cone,,,achene,"red, brown","glabrous - matte, hairy","glabrous - matte, hairy","inconspicuous, pinnate",unavailable,,absent - leaf sessile,hairy,,No,,
"Forest, Disturbed area, Wet area",broadleaf shrub,Physocarpus intermedius,Atlantic nine-bark,"common nine-bark, nine-bark",Rosaceae,WI,"Partly shaded to sunny rocky or sandy areas, cliffs, shores, bluffs, stream banks, moist woods",Coming soon!,"May, June, July, August",Ornamental,,"Physocarpus opulifolius has larger leaves, clusters of up to 50 flowers (vs 15-20), and hairless fruits.",Native,alternate,simple,"Upright, Sprawling or arching",no thorns,lobed,,,,coarsely toothed,,acute,,rounded,truncate,No,"Yes, No",Showy / Colorful,white or cream,,,5,follicle,"red, brown","glabrous - matte, hairy","glabrous - matte, hairy","rectipinnate, pinnate",brown,red,none of these features,hairless,,,,
"Forest, Disturbed area, Wet area",broadleaf shrub,Physocarpus opulifolius,ninebark,"common nine-bark, Atlantic nine-bark",Rosaceae,WI,Uncommon shrub in forests and forest edges.,Coming soon!,"May, June, July, August",Ornamental,"Highly branched shrub with alternate, simple leaves, rounded clusters of white flowers, and seed pods with 3-4 seeds. ","Physocarpus opulifolius has larger leaves, clusters of up to 50 flowers (vs 15-20), and hairless fruits.",Native,alternate,simple,"Upright, Sprawling or arching",no thorns,ovate,lobed,,,coarsely toothed,,acute,,cordate,"truncate, rounded",No,"Yes, No",Showy / Colorful,white or cream,corymb,radial,5,pod,"red, brown",glabrous - matte,"glabrous - matte, hairy","rectipinnate, pinnate",yellow,,,hairless,"fuzzy, hairy",Yes,,
Disturbed area,"broadleaf shrub, forb",Phytolacca acinosa,edible pokeweed,Indian pokeweed,Phytolaccaceae,Eastern Asia,"Disturbed areas, edges, roadsides, forest and prairie margins",Coming soon!,"May, June, July, August",Fruits can be used to make blue ink,,,Introduced - potentially invasive,alternate,simple,,,,,,,,,,,,,No,"Yes, No",Showy / Colorful,"white or cream, pink",raceme,radial,5,,,,,,unavailable,,,unavailable,,,,
"Forest, Wet area","broadleaf tree, broadleaf shrub",Prunus nigra,Canada plum,Canadian plum,Rosaceae,WI,Found in mesic forests.,Coming soon!,"May, June",,"Short tree with obovate-shaped leaves, flowers with hairy, toothed sepals. ",Is distinguished from other Prunus spp. when flowering.,Native,alternate,simple,Upright,bumpy dull thorns,obovate,,,,coarsely toothed,doubly toothed,acuminate,,rounded,"acute, obtuse",No,"Yes, No",Showy / Colorful,"white or cream, pink",cluster,radial,5,drupe,"red, yellow","glabrous - matte, hairy",hairy,pinnate,red,,glands near leaf base,hairless,hairy,,,
Forest,"broadleaf tree, broadleaf shrub",Prunus pensylvanica,pin cherry,"bird cherry, fire cherry",Rosaceae,WI,"Found in forests, common after fires.",Coming soon!,"May, June",,"Shrub or tree with lance-shaped, finely toothed leaves, and flower pedicels >1 cm in length.",Prunus pumila has partially entire margins. Prunus americana and Prunus nigra have hairy sepals.,Native,alternate,simple,Upright,no thorns,lanceolate,elliptic,,,finely toothed,,acuminate,acute,rounded,obtuse,No,"Yes, No",Showy / Colorful,white or cream,"cluster, umbel",radial,5,drupe,red,glabrous - glossy,"glabrous - matte, hairy","rectipinnate, pinnate",yellow,,glands near leaf base,hairless,"waxy, hairy",,,
Forest,broadleaf shrub,Prunus pumila,sand cherry,"western sand cherry, Great Lakes sand cherry, Appalachian sand cherry, Bessey's sand cherry, Susquehana sand cherry",Rosaceae,WI,Found in sandy or rocky substrate along lakes and in forests.,Coming soon!,"May, June",,"Shrub (to 3 m tall) with partially entire leaf margins, hairless sepals, and pedicels usually <1 cm long.",Prunus pumila has entire margins. Prunus americana and Prunus nigra have hairy sepals.,Native,alternate,simple,"Sprawling or arching, Upright",no thorns,elliptic,obovate,,,finely toothed,,acute,acuminate,acute,,No,"Yes, No",Showy / Colorful,white or cream,cluster,radial,5,drupe,black,glabrous - glossy,"glabrous - matte, hairy",pinnate,yellow,orange,none of these features,hairless,waxy,,,
Wet area,"broadleaf tree, broadleaf shrub",Prunus virginiana,chokecherry,eastern chokecherry,Rosaceae,WI,Understory tree found throughout WI. Occurs in both sandy and rocky substrates to wet areas. ,Coming soon!,"May, June",,"Flowers are in racemes of 20+, leaf margins are have outward pointing teeth, and fruit is a dark red to purple drupe.",Prunus serotina is a tree with black fruit.,Native,alternate,simple,Upright,no thorns,elliptic,obovate,,,finely toothed,,acuminate,,rounded,,No,"Yes, No",Showy / Colorful,white or cream,raceme,radial,5,drupe,red,glabrous - glossy,"glabrous - matte, hairy",pinnate,yellow,orange,glands near leaf base,hairless,hairy,,,
"Forest, Prairie, Disturbed area","broadleaf tree, broadleaf shrub",Ptelea trifoliata,common hop-tree,"stinking ash, wafer ash, Eastern hop-tree, Hop tree",Rutaceae,WI,"Uncommon shrub of alluvial thickets, dolomite ledges in oak forests, dry prairies, along railroads, and along rivers. In WI found only in the SE counties.","Small tree with a rounded crown and alternate, trifoliate leaves.  Petiole up to 2"" long, the terminal leaflet obovate, up to 2 1/2"" long, the lateral leaflets asymmetrical about the midvein. Bark, crushed foliage, and twigs have a somewhat musky, citrusy odor when crushed.  The trunks are crooked and thin, with ascending, interwoven branches.  Flowers small, greenish white, in clusters among the leaves, appearing in April-May. Fruit a distinctive, waferlike rounded samara, nearly 1"" long by 3/4"" wide. 

This widespread species includes many varieties with leaflets of differing sizes and shapes. The common name refers to a reported use in earlier days of the bitter fruit as a substitute for hops in brewing beer. The bitter bark of the root, like other aromatic barks, has been used for home remedies. The northernmost New World representative of the Rue (Citrus) family.","April, May, June","By wildlife:  Provides food and shelter for birds and mammals. Flower nectar attracts butterflies. Host for larvae of Eastern Tiger Swallowtail (Papilio glaucus)and Giant Swallowtail (Papilio cresphontes) butterflies. 
By humans: Ornamental.  The fruits have been used in beer as a substitute for hops, hence the name hop-tree. ",Shrub with aromatic trifoliate leaves and samara fruit.,"Bladdernut (Staphylea trifolia):  Bladdernut fruits are a 3-parted inflated sac, not a samara, and has leaflets that are finely serrate, not entire.  Bladdernut is not aromatic when crushed.",Special concern,alternate,trifoliate,Upright,no thorns,,,,,entire,,,,,,No,"Yes, No",Showy / Colorful,white or cream,"cyme, panicle",radial,"4,5",single samara,"white, green, brown",,,,yellow,yellow-green,none of these features,unavailable,,,,
Wet area,broadleaf shrub,Rhamnus alnifolia,alder buckthorn,alder-leaf buckthorn,Rhamnaceae,WI,Prefers calcium rich substrates. Wet areas such as swamps and sedge meadows. ,Coming soon!,"May, June",,"Alternate, simple leaves with 5 or more pairs of lateral veins. Leaves are 6-10 cm long and up to 5 cm wide. Forms low thickets. ","Rhamnus lanceolata has shorter leaves (<8 cm), present petals (4). Rhamnus cathartica has 2-4 pairs of lateral veins. ",Native,alternate,simple,Upright,no thorns,ovate,elliptic,,,finely toothed,coarsely toothed,acute,,rounded,,No,"Yes, No",Showy / Colorful,"yellow, green",cluster,radial,5,drupe,purple-black,"glabrous - glossy, hairy","glabrous - matte, hairy",pinnate,yellow-green,,grooved,hairy,fuzzy,Yes,,
"Forest, Disturbed area","broadleaf tree, broadleaf shrub",Rhamnus cathartica,common buckthorn,European buckthorn,Rhamnaceae,Europe,"Ubiquitous invader, often forming pure stands in understory of many forest habitats, especially in S WI.","Very abundant, invasive, exotic, shade-tolerant shrub to small tree to 6 m (20') tall.  Plants dioecious.  Bark dark silvery gray, smooth to peeling, with prominant light-colored lenticels.  Most twigs end in a sharp pointed thorn, tucked between the last pair of buds.  Leaves distinctively sub-opposite, 2.5-6.5 cm (1-2.5"") long dark green ovate to elliptic leaves with arcuate venation (< 5 veins per side) and finely toothed margin.  Inconspicuous, small yellow-green flowers with 4 petals clustered in leaf axils along stem.  Fruits are black, pea-sized berries, likewise clustered along the stem, on short pedicels.","May, June",Introduced as an ornamental.  Use now restricted in WI.  Eradicate.,Subopposite leaves with arcuate venation and round black fruits. You don't have to go far in Southern WI forests to find buckthorn!,"Native plums and cherries (Prunus) have similar smooth gray, lenticillate bark, but have alternate leaves with paired glands on the petiole.",INVASIVE,"opposite, alternate",simple,Upright,smooth sharp thorns,obovate,"ovate, orbicular",,,finely toothed,,acute,obtuse,rounded,obtuse,No,"Yes, No",Inconspicuous / Green,,verticillaster,,4,berry,black,"glabrous - glossy, glabrous - matte",glabrous - matte,arcuate,unavailable,,none of these features,hairy,hairless,No,unavailable,
Wet area,broadleaf shrub,Rhamnus lanceolata,lance-leaved buckthorn,,Rhamnaceae,WI,Found in calcium rich substrates in fens. ,Coming soon!,"May, June",,"Shrub with alternate, lance to elliptic shaped leaves (up to 7 cm long, up tp 3 cm wide), single, green-yellow flowers with 4 petals, and fruit is a black drupe. ",Rhamnus alnifolia has longer leaves (>8 cm) and no petals. Rhamnus cathartica has 2-4 pairs of lateral veins. ,Special concern,alternate,simple,,no thorns,ovate,obovate,,,finely toothed,,,,,,No,"Yes, No",Showy / Colorful,green,"single, cluster",radial,4,drupe,black,,,,unavailable,,none of these features,unavailable,,Yes,,
